===== System Information =====
Time: 2025-10-23T19:35:07.914
App: ColorProDisplayManager
App Version: 1.1.0.1023
Qt Version: 6.5.2
OS: Windows 11 Version 24H2
CPU Arch: x86_64
Screen[0] Name: \\.\DISPLAY1
Screen[0] Size: 1536 x 864 px
Screen[0] DPI: 96
Screen[0] Physical Size: 344mm x 194mm
Screen[1] Name: VP2458
Screen[1] Size: 1920 x 1080 px
Screen[1] DPI: 96
Screen[1] Physical Size: 527mm x 296mm
Screen[2] Name: VP3256-4K
Screen[2] Size: 2560 x 1440 px
Screen[2] DPI: 96
Screen[2] Physical Size: 697mm x 392mm
==============================
[19:35:07.915]  [T:0x9553f] I: [ CAppRunningNotifier::initialize ] CAppRunningNotifier server is running
[19:35:07.916]  [T:0x9553f] D: [LanguageManager] initSystemLanguage: loaded "en_US"
[19:35:08.452]  [T:0x9553f] I: [ CDMControllerFactory::loadGoogleInterFonts ] [Font] Loaded: ":/Resources/fonts/Inter-Regular.ttf" -> families: "Inter"
[19:35:08.453]  [T:0x9553f] I: [ CDMControllerFactory::loadGoogleInterFonts ] [Font] Loaded: ":/Resources/fonts/Inter-Medium.ttf" -> families: "Inter Medium"
[20:11:27.100]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:28.246]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:28.375]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:29.509]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:29.637]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:30.783]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:30.910]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:32.088]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:32.216]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:33.360]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:33.495]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:34.642]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:34.759]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:35.881]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:35.997]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:37.123]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:37.238]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:38.388]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:38.502]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:39.637]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:39.750]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:40.898]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:41.027]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:42.163]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:42.293]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:43.435]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:43.566]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:44.713]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:44.841]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:45.988]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:46.104]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:47.249]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:47.362]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:48.511]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:48.638]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:49.785]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:49.896]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:51.026]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:51.141]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:52.259]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:52.375]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:53.492]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:53.607]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:54.731]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:54.842]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:55.973]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:56.088]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:57.211]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:57.342]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:57.428]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Measurement ID: "G-9RY9NWGQSE"
[20:11:57.429]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] API Secret    : "IaD-HAVaR7GJNJQy6KVVlA"
[20:11:57.429]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Client ID     : "cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549"
[20:11:57.429]  [T:0x9553f] D: [ CGA4Tracker::logJsonToFile ] [ GA4 ] Payload       :
: "{\n    \"client_id\": \"cded286e1677af521516ae49a8b366bf0a23d2d8e30eab11e0d1972b73fe5549\",\n    \"events\": [\n        {\n            \"name\": \"display_control\",\n            \"params\": {\n                \"OS_version\": \"Win\",\n                \"contrast\": 1\n            }\n        }\n    ]\n}\n"
[20:11:57.430]  [T:0x9553f] I: CDisplayModule::setVCPValue()  "Contrast"   "0"
[20:11:57.441]  [T:0x9553f] D: [ CGA4Tracker::sendCustomEvent::<lambda_1>::operator () ] "[ GA4 ] OK            : GA4 event [display_control] sent successfully. Response: "
[20:11:57.589]  [T:0xad497] I: [ CVCPAdaptor::setVCPValue ] "Set VCP Name: Contrast => 0x12, VCP value: 0"
[20:11:57.589]  [T:0x9553f] D: isSupportNewColorMode:false
[20:11:57.590]  [T:0x9553f] D: Input Selection displayText : DisplayPort 1 (DisplayPort)
[20:11:57.931]  [T:0x9553f] I: CDisplayModule::setVCPValue()  "Contrast"   "0"
[20:11:58.089]  [T:0xd4a85] I: [ CVCPAdaptor::setVCPValue ] "Set VCP Name: Contrast => 0x12, VCP value: 0"
[20:11:58.090]  [T:0x9553f] D: isSupportNewColorMode:false
[20:11:58.090]  [T:0x9553f] D: Input Selection displayText : DisplayPort 1 (DisplayPort)
[20:11:58.477]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:58.608]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:59.743]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:11:59.872]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:01.006]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:01.136]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:02.257]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:02.387]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:03.523]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:03.660]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:04.796]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:04.925]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:06.062]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:06.189]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:07.311]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:07.441]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:08.564]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:08.699]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:09.839]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:09.970]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:11.101]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:11.228]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:12.370]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:12.484]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:13.630]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:13.744]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:14.890]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:15.017]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:16.152]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:16.281]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:17.427]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:17.555]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:18.690]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:18.824]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:19.965]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:20.094]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:21.232]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:21.361]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:22.491]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:22.621]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:23.766]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:23.894]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:25.039]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:25.169]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:26.303]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:26.438]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:27.587]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:27.714]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:28.863]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:28.992]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:30.128]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:30.260]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:31.406]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:31.536]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:32.672]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:32.798]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:33.935]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:34.063]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:35.188]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:35.314]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:36.449]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:36.581]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:37.726]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:37.854]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:39.002]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:39.130]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:40.262]  [T:0xad497] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
[20:12:40.391]  [T:0xd4a85] I: [ CDisplayManager::setMonitorAutoScreenPivotByIndex ] Screen orientation and current rotation are the same: 0
